Timestamp (s),Master TCP Y,Master TCP Z,Follower TCP Y,Follower TCP Zzz
0.5003926753997803,-0.26955211935222323,0.15317715400081644,-0.2671437143833763,0.1470356743746875
1.0006084442138672,-0.27245068644293274,0.16553894973802613,-0.26714339873813786,0.1470525558307018
1.5008692741394043,-0.2753463506759942,0.17770649787074697,-0.2671579623853924,0.14705861181752417
2.0011255741119385,-0.27781498861444637,0.18822516527798544,-0.267157356768712,0.14705280213242883
2.50144624710083,-0.27800178787452573,0.18898769675100346,-0.26794426957145734,0.15002320382812023
3.0016961097717285,-0.27800309508075627,0.1889926390879554,-0.2709909195113378,0.16185451414061694
3.5019397735595703,-0.2779976965796929,0.18900719089857926,-0.2740823049467936,0.17374489486017974
4.002136707305908,-0.27799738322956613,0.1889971822432712,-0.2770790282928241,0.1855360182596495
4.502283334732056,-0.27800376764226314,0.192347527987199,-0.27800657524270506,0.18901505957934578
5.0024333000183105,-0.2779981615517868,0.24464381680094946,-0.27799556960004645,0.1889896516290145
5.502628326416016,-0.27800761865186097,0.28825254510119724,-0.2779894524346213,0.18900049477096914
6.002853870391846,-0.2780006097200588,0.2890159669019665,-0.27798322600626046,0.21616145491184005
6.503233432769775,-0.27799936566830713,0.2889866364391123,-0.2780220507123906,0.27663616916136824
7.003454923629761,-0.27165719583585785,0.2889517070549764,-0.27800110406526857,0.28898125567431887
7.503756999969482,-0.21533986404289723,0.2890975063539015,-0.27800270080442807,0.28899707054455914
8.004037380218506,-0.1780136121137724,0.289047672102338,-0.27799463097516824,0.28901893285754543
8.504294872283936,-0.17799918633043937,0.2890098487515822,-0.24385792076090584,0.2892003242436552
9.004530429840088,-0.177995748712692,0.2889959762077171,-0.1865788111990782,0.28901997129134993
9.504769325256348,-0.1779968388430072,0.27872472441504087,-0.17800753752268395,0.28900038593758093
10.004991292953491,-0.1779995598142157,0.22036902933303357,-0.17799466380846327,0.289004635177607
10.505155086517334,-0.17799966551927945,0.18903165102002178,-0.17798517032087613,0.2887951513749886
11.005319118499756,-0.1780008340496808,0.1889967054081686,-0.17798720880157012,0.24873726099997076
11.5055570602417,-0.17799920144460585,0.18899865759153303,-0.1780038050526993,0.1940416373971969
12.005750894546509,-0.1801668412984401,0.190696374702018,-0.177998185994028,0.18899534018591962
12.505972862243652,-0.1937876053266152,0.2004299910170437,-0.17800464448313172,0.1890105978607315
13.006163597106934,-0.22181978939964597,0.21761311659551735,-0.17800255054406774,0.18898678302068714
13.506363153457642,-0.2632596818895382,0.23872481176221808,-0.1779959348352234,0.18899389606412026
14.006563186645508,-0.29704385088136626,0.2543035306062636,-0.17800318546787472,0.18899444374759444
14.50679349899292,-0.31411769597088546,0.26264106872426685,-0.17799859115908562,0.18898898331244512
15.007059574127197,-0.3195048295770379,0.2655058266958778,-0.17800131477483774,0.18899988361216757
15.507221698760986,-0.31962087991742605,0.2655607806460688,-0.18173691845597997,0.19188516769146927
16.00740957260132,-0.319636099136604,0.2655486246755261,-0.1979766978984695,0.20323408017287758
16.507620096206665,-0.31962697423865294,0.26554369877038375,-0.22912185200786986,0.22168645866980782
17.007861375808716,-0.3196391109016378,0.2655518183135023,-0.271225551869339,0.24276655727756336
17.508078575134277,-0.3196308986378558,0.26554942214666566,-0.3015604418783023,0.2570094201884076
18.008360385894775,-0.31963653804739856,0.26553096525924014,-0.31582896219021883,0.26418330485094266
18.508585453033447,-0.319635927373076,0.2655513405525444,-0.3194970421709479,0.2662094242173877
19.008781671524048,-0.3200612809341044,0.26915336325192285,-0.3195192152116155,0.26622650086871097
