Timestamp (s),Master TCP X,Master TCP Y,Master TCP Z,Follower TCP X,Follower TCP Y,Follower TCP Z
0.00919032096862793,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.35353898385946836,-0.23810385106368612,0.38280777433507285
0.011449337005615234,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.35353898385946836,-0.23810385106368612,0.38280777433507285
0.01366567611694336,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.35353898385946836,-0.23810385106368612,0.38280777433507285
0.015935897827148438,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.35353898385946836,-0.23810385106368612,0.38280777433507285
0.01829361915588379,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.35353898385946836,-0.23810385106368612,0.38280777433507285
0.02057933807373047,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.35353898385946836,-0.23810385106368612,0.38280777433507285
0.022873401641845703,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.35353898385946836,-0.23810385106368612,0.38280777433507285
0.0255279541015625,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.35353904513136075,-0.23810380882131832,0.38280530256969425
0.027851581573486328,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.35353904513136075,-0.23810380882131832,0.38280530256969425
0.030185461044311523,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.35353904513136075,-0.23810380882131832,0.38280530256969425
0.032439470291137695,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.35353904513136075,-0.23810380882131832,0.38280530256969425
0.03525233268737793,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.35353953449329684,-0.23810347071304588,0.3827855286289247
0.03751492500305176,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.35353953449329684,-0.23810347071304588,0.3827855286289247
0.0398106575012207,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.35353953449329684,-0.23810347071304588,0.3827855286289247
0.04250526428222656,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.35354050888019156,-0.23810279359345293,0.38274598171980956
0.04489421844482422,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.35354050888019156,-0.23810279359345293,0.38274598171980956
0.047208547592163086,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.35354050888019156,-0.23810279359345293,0.38274598171980956
0.04949808120727539,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.35354050888019156,-0.23810279359345293,0.38274598171980956
0.05172443389892578,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.35354195961861223,-0.2381017756566479,0.3826866637889654
0.05401158332824707,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.35354195961861223,-0.2381017756566479,0.3826866637889654
0.05627250671386719,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.35354195961861223,-0.2381017756566479,0.3826866637889654
0.05854463577270508,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.35354195961861223,-0.2381017756566479,0.3826866637889654
0.060770511627197266,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.35354387369971935,-0.23810041419430233,0.382607577760736
0.06304454803466797,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.35354387369971935,-0.23810041419430233,0.382607577760736
0.06534814834594727,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.35354387369971935,-0.23810041419430233,0.382607577760736
0.0680084228515625,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.3535462337808391,-0.23809870559626134,0.3825087275425004
0.07039117813110352,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.3535462337808391,-0.23809870559626134,0.3825087275425004
0.07268142700195312,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.3535462337808391,-0.23809870559626134,0.3825087275425004
0.07497048377990723,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.3535462337808391,-0.23809870559626134,0.3825087275425004
0.07739925384521484,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.3535490181875644,-0.23809664535136113,0.38239011803174305
0.07967948913574219,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.3535490181875644,-0.23809664535136113,0.38239011803174305
0.08200883865356445,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.3535490181875644,-0.23809664535136113,0.38239011803174305
0.08433294296264648,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.3535490181875644,-0.23809664535136113,0.38239011803174305
0.08660054206848145,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.3535522009163909,-0.23809422804845048,0.3822517551248887
0.08884072303771973,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.3535522009163909,-0.23809422804845048,0.3822517551248887
0.09109354019165039,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.3535522009163909,-0.23809422804845048,0.3822517551248887
0.09345340728759766,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.35355575163789066,-0.23809144737761653,0.3820936457279024
0.09572982788085938,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.35355575163789066,-0.23809144737761653,0.3820936457279024
0.09799933433532715,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.35355575163789066,-0.23809144737761653,0.3820936457279024
0.1003415584564209,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.35355575163789066,-0.23809144737761653,0.3820936457279024
0.10260796546936035,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.35355963570042725,-0.2380882961316223,0.38191579776865253
0.1048116683959961,0.3499692704579115,-0.11939766597095085,0.3778429940710715,0.35355963570042725,-0.2380882961316223,0.38191579776865253
